#Series Time Value
Total 12:30:44 13.954299
Total 12:30:46 16.914852
Total 12:30:48 11.331207
Total 12:30:50 8.969225
Total 12:30:52 8.971549
Total 12:30:54 13.789036
Total 12:30:56 6.462401
Total 12:30:58 11.122985
Total 12:31:00 18.265358
Total 12:31:02 14.100554
Total 12:31:04 17.257715
Total 12:31:06 22.641603
Total 12:31:08 33.32056
Total 12:31:10 38.682636
Total 12:31:12 40.995811
Total 12:31:14 49.517994
Total 12:31:16 66.263084
Total 12:31:18 39.726788
Total 12:31:20 56.455509
Total 12:31:22 73.416306
Total 12:31:24 45.837723
Total 12:31:26 64.286156
Total 12:31:28 65.33374
Total 12:31:30 55.425972
Total 12:31:32 49.818317
Total 12:31:34 48.344391
Total 12:31:36 50.842129
Total 12:31:38 45.273148
Total 12:31:40 48.42942
Total 12:31:42 39.94561
Total 12:31:44 47.206627
Total 12:31:46 45.671875
Total 12:31:48 23.854914
Total 12:31:50 30.012098
Total 12:31:52 26.715919
Total 12:31:54 31.325874
Total 12:31:56 28.448347
Total 12:31:58 38.745735
Total 12:32:00 39.708622
Total 12:32:02 46.539738
Total 12:32:04 43.638393
Total 12:32:06 66.755669
Total 12:32:08 71.17601
Total 12:32:10 64.742897
Total 12:32:12 71.238243
Total 12:32:14 55.975105
Total 12:32:16 87.591743
Total 12:32:18 71.309036
Total 12:32:20 91.808571
Total 12:32:22 64.146286
Total 12:32:24 62.374706
Total 12:32:26 60.19775
Total 12:32:28 51.172073
Total 12:32:30 50.187191
Total 12:32:32 78.587074
Total 12:32:34 59.297237
Total 12:32:36 89.738503
Total 12:32:38 62.802673
Total 12:32:40 76.81514
Total 12:32:42 55.611286
Total 12:32:44 60.308846
Total 12:32:46 108.097687
Total 12:32:48 98.917038
Total 12:32:50 85.793449
Total 12:32:52 79.757309
Total 12:32:54 76.054939
Total 12:32:56 76.534096
Total 12:32:58 57.488682
Total 12:33:00 71.994003
Total 12:33:02 59.23333
Total 12:33:04 59.334831
Total 12:33:06 35.675522
Total 12:33:08 39.956261
Total 12:33:10 30.573893
Total 12:33:12 34.028111
Total 12:33:14 24.089727
Total 12:33:16 16.179783
Total 12:33:18 16.255919
Total 12:33:20 18.343849
Total 12:33:22 20.979822
Total 12:33:24 5.245883
Total 12:33:26 8.253277
Total 12:33:28 5.580243
Total 12:33:30 6.187975
Total 12:33:32 2.826929
Total 12:33:34 3.898853
Total 12:33:36 4.010963
Total 12:33:38 6.188197
Total 12:33:40 2.812943
Total 12:33:42 4.720887
Total 12:33:44 4.030263
Total 12:33:46 6.486432
Total 12:33:48 19.643379
Total 12:33:50 17.964731
Total 12:33:52 27.403597
Total 12:33:54 19.715965
Total 12:33:56 38.071053
Total 12:33:58 50.1301
Total 12:34:00 55.072521
Total 12:34:02 53.731915
Total 12:34:04 62.705746
Total 12:34:06 63.004826
Total 12:34:08 90.177971
Total 12:34:10 84.79084
Total 12:34:12 80.341919
Total 12:34:14 89.268517
Total 12:34:16 67.63266
Total 12:34:18 101.118385
Total 12:34:20 92.391762
Total 12:34:22 70.634468
Total 12:34:24 89.634178
Total 12:34:26 49.752338
Total 12:34:28 56.146835
Total 12:34:30 40.615269
Total 12:34:32 32.98753
Total 12:34:34 52.578732
Total 12:34:36 22.158995
Total 12:34:38 9.303829
Total 12:34:40 10.53739
Total 12:34:42 8.633783
Total 12:34:44 5.532375
Total 12:34:46 9.944769
Total 12:34:48 4.754929
Total 12:34:50 13.675582
Total 12:34:52 12.84311
Total 12:34:54 9.714719
Total 12:34:56 11.738891
Total 12:34:58 10.33769
Total 12:35:00 13.260396
Total 12:35:02 13.151303
Total 12:35:04 11.095936
Total 12:35:06 14.130282
Total 12:35:08 11.195367
Total 12:35:10 9.733664
Total 12:35:12 10.482423
Total 12:35:14 14.814076
Total 12:35:16 9.205288
Total 12:35:18 18.494877
Total 12:35:20 14.572973
Total 12:35:22 14.156384
Total 12:35:24 10.585471
Total 12:35:26 19.538355
Total 12:35:28 13.656489
Total 12:35:30 7.729311
Total 12:35:32 6.233047
Total 12:35:34 12.154828
Total 12:35:36 18.728706
Total 12:35:38 9.610207
Total 12:35:40 13.742084
Total 12:35:42 9.778239
Total 12:35:44 16.262627
Total 12:35:46 12.229224
Total 12:35:48 9.70817
Total 12:35:50 11.253073
Total 12:35:52 14.944269
Total 12:35:54 10.432729
Total 12:35:56 10.689846
Total 12:35:58 16.839689
Total 12:36:00 11.718316
Total 12:36:02 24.57523
Total 12:36:04 8.503322
Total 12:36:06 null
Total 12:36:08 null
Total 12:36:10 null
Total 12:36:12 null
Total 12:36:14 null
Total 12:36:16 null
Total 12:36:18 null
Total 12:36:20 null
Total 12:36:22 null
Total 12:36:24 null
Total 12:36:26 null
Total 12:36:28 null
Total 12:36:30 null
Total 12:36:32 null
Total 12:36:34 null
Total 12:36:36 null
Total 12:36:38 null
Total 12:36:40 null
Total 12:36:42 null
Total 12:36:44 null
Total 12:36:46 null
Total 12:36:48 null
Total 12:36:50 null
Total 12:36:52 null
Total 12:36:54 null
Total 12:36:56 null
Total 12:36:58 null
Total 12:37:00 null
Total 12:37:02 null
Total 12:37:04 null
Total 12:37:06 null
Total 12:37:08 null
Total 12:37:10 null
Total 12:37:12 null
Total 12:37:14 null
Total 12:37:16 null
Total 12:37:18 null
Total 12:37:20 null
Total 12:37:22 null
Total 12:37:24 null
Total 12:37:26 null
Total 12:37:28 null
Total 12:37:30 null
Total 12:37:32 0
Total 12:37:34 0
Total 12:37:36 0
Total 12:37:38 0
Total 12:37:40 0
Total 12:37:42 0
Total 12:37:44 0
Total 12:37:46 0
Total 12:37:48 0
Total 12:37:50 0
Total 12:37:52 0
Total 12:37:54 0
Total 12:37:56 0
Total 12:37:58 0
Total 12:38:00 0
Total 12:38:02 0
Total 12:38:04 0
Total 12:38:06 0
Total 12:38:08 0
Total 12:38:10 0
Total 12:38:12 0
Total 12:38:14 0
Total 12:38:16 0
Total 12:38:18 0
Total 12:38:20 0
Total 12:38:22 0
Total 12:38:24 0
Total 12:38:26 0
Total 12:38:28 457.233887
Total 12:38:30 475.872864
Total 12:38:32 434.642273
Total 12:38:34 388.969727
Total 12:38:36 463.417511
Total 12:38:38 461.030243
Total 12:38:40 487.262238
Total 12:38:42 485.938538
Total 12:38:44 459.840912
Total 12:38:46 429.578125
Total 12:38:48 463.969421
Total 12:38:50 446.117889
Total 12:38:52 458.759766
Total 12:38:54 411.9776
Total 12:38:56 466.70285
Total 12:38:58 489.140594
Total 12:39:00 441.51709
Total 12:39:02 443.916809
Total 12:39:04 426.599426
Total 12:39:06 477.472107
Total 12:39:08 433.652252
Total 12:39:10 434.877625
Total 12:39:12 518.351074
Total 12:39:14 361.899597
Total 12:39:16 432.73587
Total 12:39:18 454.86142
Total 12:39:20 411.65036
Total 12:39:22 490.082581
Total 12:39:24 483.720673
Total 12:39:26 460.484039
Total 12:39:28 484.377563
Total 12:39:30 427.846985
Total 12:39:32 463.383514
Total 12:39:34 494.23407
Total 12:39:36 557.009521
Total 12:39:38 523.738464
Total 12:39:40 518.69574
Total 12:39:42 568.833252
Total 12:39:44 453.695862
Total 12:39:46 469.027191
Total 12:39:48 481.624176
Total 12:39:50 487.272919
Total 12:39:52 533.140747
Total 12:39:54 536.158936
Total 12:39:56 566.87384
Total 12:39:58 451.35321
Total 12:40:00 426.867554
Total 12:40:02 505.176727
Total 12:40:04 465.785767
Total 12:40:06 516.076172
Total 12:40:08 475.721558
Total 12:40:10 434.456818
Total 12:40:12 483.852539
Total 12:40:14 455.414124
Total 12:40:16 512.989197
Total 12:40:18 531.550415
Total 12:40:20 552.105957
Total 12:40:22 577.333984
Total 12:40:24 498.555389
Total 12:40:26 502.31134
Total 12:40:28 507.872742
Total 12:40:30 536.870056
Total 12:40:32 603.137634
Total 12:40:34 421.382935
Total 12:40:36 506.849731
Total 12:40:38 529.338318
Total 12:40:40 549.639282
Total 12:40:42 577.849548
Total 12:40:44 432.536865
Total 12:40:46 580.71991
Total 12:40:48 541.131897
Total 12:40:50 584.130676
Total 12:40:52 597.272034
Total 12:40:54 445.359497
Total 12:40:56 533.09375
Total 12:40:58 615.640137
Total 12:41:00 556.362488
Total 12:41:02 532.009033
Total 12:41:04 464.178833
Total 12:41:06 515.127869
Total 12:41:08 563.009277
Total 12:41:10 560.716003
Total 12:41:12 552.098328
Total 12:41:14 533.860107
Total 12:41:16 551.051025
Total 12:41:18 484.031158
Total 12:41:20 468.93985
Total 12:41:22 508.381683
Total 12:41:24 477.654449
Total 12:41:26 436.116547
Total 12:41:28 471.429688
Total 12:41:30 489.201996
Total 12:41:32 479.876099
Total 12:41:34 474.557953
Total 12:41:36 489.972351
Total 12:41:38 444.755066
Total 12:41:40 501.408508
Total 12:41:42 486.749451
Total 12:41:44 417.842957
Total 12:41:46 482.181946
Total 12:41:48 482.277893
Total 12:41:50 438.531891
Total 12:41:52 null
Total 12:41:54 null
Total 12:41:56 null
Total 12:41:58 null
Total 12:42:00 null
Total 12:42:02 null
Total 12:42:04 null
Total 12:42:06 null
Total 12:42:08 null
Total 12:42:10 null
Total 12:42:12 null
Total 12:42:14 null
Total 12:42:16 null
Total 12:42:18 null
Total 12:42:20 null
Total 12:42:22 null
Total 12:42:24 null
Total 12:42:26 null
Total 12:42:28 null
Total 12:42:30 null
Total 12:42:32 null
Total 12:42:34 null
Total 12:42:36 null
Total 12:42:38 null
Total 12:42:40 null
Total 12:42:42 null
Total 12:42:44 null
Total 12:42:46 null
Total 12:42:48 null
Total 12:42:50 null
Total 12:42:52 null
Total 12:42:54 null
Total 12:42:56 null
Total 12:42:58 null
Total 12:43:00 null
Total 12:43:02 null
Total 12:43:04 null
Total 12:43:06 null
Total 12:43:08 null
Total 12:43:10 null
Total 12:43:12 null
Total 12:43:14 null
Total 12:43:16 null
Total 12:43:18 null
Total 12:43:20 null
Total 12:43:22 null
Total 12:43:24 null
Total 12:43:26 null
Total 12:43:28 null
Total 12:43:30 null
Total 12:43:32 null
Total 12:43:34 null
Total 12:43:36 null
Total 12:43:38 null
Total 12:43:40 null
Total 12:43:42 null
Total 12:43:44 null
Total 12:43:46 null
Total 12:43:48 null
Total 12:43:50 null
Total 12:43:52 null
Total 12:43:54 null
Total 12:43:56 null
Total 12:43:58 null
Total 12:44:00 null
Total 12:44:02 null
Total 12:44:04 null
Total 12:44:06 null
Total 12:44:08 null
Total 12:44:10 null
Total 12:44:12 null
Total 12:44:14 null
Total 12:44:16 null
Total 12:44:18 null
Total 12:44:20 null
Total 12:44:22 null
Total 12:44:24 null
Total 12:44:26 null
Total 12:44:28 null
Total 12:44:30 null
Total 12:44:32 null
Total 12:44:34 null
Total 12:44:36 null
Total 12:44:38 null
Total 12:44:40 null
Total 12:44:42 null
Total 12:44:44 null
Total 12:44:46 null
Total 12:44:48 null
Total 12:44:50 null
Total 12:44:52 null
Total 12:44:54 null
Total 12:44:56 null
Total 12:44:58 null
Total 12:45:00 null
Total 12:45:02 null
Total 12:45:04 null
Total 12:45:06 null
Total 12:45:08 null
Total 12:45:10 null
Total 12:45:12 null
Total 12:45:14 null
Total 12:45:16 null
Total 12:45:18 null
Total 12:45:20 null
Total 12:45:22 null
Total 12:45:24 null
Total 12:45:26 null
Total 12:45:28 null
Total 12:45:30 null
Total 12:45:32 null
Total 12:45:34 null
Total 12:45:36 null
Total 12:45:38 null
Total 12:45:40 null
Total 12:45:42 null
Total 12:45:44 null
Total 12:45:46 null
Total 12:45:48 null
Total 12:45:50 null
Total 12:45:52 null
Total 12:45:54 null
Total 12:45:56 null
Total 12:45:58 null
Total 12:46:00 null
Total 12:46:02 null
Total 12:46:04 null
Total 12:46:06 null
Total 12:46:08 null
Total 12:46:10 null
Total 12:46:12 null
Total 12:46:14 null
Total 12:46:16 null
Total 12:46:18 null
Total 12:46:20 null
Total 12:46:22 null
Total 12:46:24 null
Total 12:46:26 null
Total 12:46:28 null
Total 12:46:30 null
Total 12:46:32 null
Total 12:46:34 null
Total 12:46:36 null
Total 12:46:38 null
Total 12:46:40 null
Total 12:46:42 null
Total 12:46:44 null
Total 12:46:46 null
Total 12:46:48 null
Total 12:46:50 0
Total 12:46:52 511.471008
Total 12:46:54 524.769104
Total 12:46:56 533.572449
Total 12:46:58 572.408997
Total 12:47:00 null
Total 12:47:02 null
Total 12:47:04 null
Total 12:47:06 null
Total 12:47:08 null
Total 12:47:10 null
Total 12:47:12 null
Total 12:47:14 null
Total 12:47:16 null
Total 12:47:18 null
Total 12:47:20 null
Total 12:47:22 null
Total 12:47:24 null
Total 12:47:26 null
Total 12:47:28 null
Total 12:47:30 null
Total 12:47:32 0
Total 12:47:34 604.399475
Total 12:47:36 556.707642
Total 12:47:38 559.186035
Total 12:47:40 518.873352
Total 12:47:42 537.180603
Total 12:47:44 557.695557
Total 12:47:46 575.952759
Total 12:47:48 611.633606
Total 12:47:50 559.895813
Total 12:47:52 695.08783
Total 12:47:54 658.63501
Total 12:47:56 714.613403
Total 12:47:58 701.850159
Total 12:48:00 622.075684
Total 12:48:02 542.317261
Total 12:48:04 583.878174
Total 12:48:06 491.758057
Total 12:48:08 511.18103
Total 12:48:10 500.645477
Total 12:48:12 563.957886
Total 12:48:14 450.059814
Total 12:48:16 485.598541
Total 12:48:18 426.031036
Total 12:48:20 244.534973
Total 12:48:22 265.529419
Total 12:48:24 228.781235
Total 12:48:26 258.309479
Total 12:48:28 282.935913
Total 12:48:30 294.048645
Total 12:48:32 255.273041
Total 12:48:34 237.766418
Total 12:48:36 298.866119
Total 12:48:38 255.649048
Total 12:48:40 249.89032
Total 12:48:42 298.407043
Total 12:48:44 259.123596
Total 12:48:46 315.79776
Total 12:48:48 237.094147
Total 12:48:50 301.787933
Total 12:48:52 332.347595
Total 12:48:54 329.242798
Total 12:48:56 305.392181
Total 12:48:58 336.073944
Total 12:49:00 382.254364
Total 12:49:02 356.622986
Total 12:49:04 341.259155
Total 12:49:06 302.821136
Total 12:49:08 342.811859
Total 12:49:10 309.073883
Total 12:49:12 270.177704
Total 12:49:14 256.814117
Total 12:49:16 230.563538
Total 12:49:18 173.234283
Total 12:49:20 201.384781
Total 12:49:22 153.633759
Total 12:49:24 99.292923
Total 12:49:26 108.488419
Total 12:49:28 102.776413
Total 12:49:30 91.879669
Total 12:49:32 90.931038
Total 12:49:34 86.896988
Total 12:49:36 90.604942
Total 12:49:38 64.903282
Total 12:49:40 42.811256
Total 12:49:42 33.83168
Total 12:49:44 44.722832
Total 12:49:46 29.720846
Total 12:49:48 22.657755
Total 12:49:50 19.109396
Total 12:49:52 14.529231
Total 12:49:54 15.587582
Total 12:49:56 11.200728
Total 12:49:58 3.398472
Total 12:50:00 6.988513
Total 12:50:02 4.067034
Total 12:50:04 1.735746
Total 12:50:06 3.421958
Total 12:50:08 1.741231
Total 12:50:10 3.422168
Total 12:50:12 8.356581
Total 12:50:14 5.320549
Total 12:50:16 10.012645
Total 12:50:18 2.975929
Total 12:50:20 8.360196
Total 12:50:22 7.76417
Total 12:50:24 16.810724
Total 12:50:26 12.522645
Total 12:50:28 15.408527
Total 12:50:30 11.750507
Total 12:50:32 17.121643
Total 12:50:34 13.826905
Total 12:50:36 21.791088
Total 12:50:38 16.698084
Total 12:50:40 15.701446
Total 12:50:42 21.954681
Total 12:50:44 20.651274
Total 12:50:46 20.033741
Total 12:50:48 19.536877
Total 12:50:50 27.29249
Total 12:50:52 16.39257
Total 12:50:54 20.785135
Total 12:50:56 15.219133
Total 12:50:58 16.033802
Total 12:51:00 14.510817
Total 12:51:02 10.738186
Total 12:51:04 14.221984
Total 12:51:06 21.893208
Total 12:51:08 15.397463
Total 12:51:10 16.101982
Total 12:51:12 20.933434
Total 12:51:14 12.932616
Total 12:51:16 26.319094
Total 12:51:18 26.848783
Total 12:51:20 31.775726
Total 12:51:22 29.886616
Total 12:51:24 18.181881
Total 12:51:26 28.924229
Total 12:51:28 36.5704
Total 12:51:30 21.350967
Total 12:51:32 26.122154
Total 12:51:34 22.829008
Total 12:51:36 28.985867
Total 12:51:38 22.149912
Total 12:51:40 20.634373
Total 12:51:42 17.690233
Total 12:51:44 24.967861
Total 12:51:46 9.831739
Total 12:51:48 12.871654
Total 12:51:50 9.506087
Total 12:51:52 11.576148
Total 12:51:54 6.231751
Total 12:51:56 8.630742
Total 12:51:58 3.501655
Total 12:52:00 11.086027
Total 12:52:02 8.500239
Total 12:52:04 10.347864
Total 12:52:06 9.523524
Total 12:52:08 9.084152
Total 12:52:10 9.244463
Total 12:52:12 12.632162
Total 12:52:14 16.115608
Total 12:52:16 9.585335
Total 12:52:18 23.228729
Total 12:52:20 15.764402
Total 12:52:22 18.90863
Total 12:52:24 11.458058
Total 12:52:26 18.218206
Total 12:52:28 19.615826
Total 12:52:30 13.96663
Total 12:52:32 20.793888
Total 12:52:34 6.069829
Total 12:52:36 15.073878
Total 12:52:38 13.030749
Total 12:52:40 14.670613
Total 12:52:42 11.009328
Total 12:52:44 9.728989
Total 12:52:46 2.699024
Total 12:52:48 9.106185
Total 12:52:50 5.789752
Total 12:52:52 4.10621
Total 12:52:54 1.91554
Total 12:52:56 3.904004
Total 12:52:58 4.841347
Total 12:53:00 5.44023
Total 12:53:02 4.881343
Total 12:53:04 4.736322
Total 12:53:06 3.486462
Total 12:53:08 9.548008
Total 12:53:10 10.60829
Total 12:53:12 9.048878
Total 12:53:14 5.748494
Total 12:53:16 12.80635
Total 12:53:18 12.086238
Total 12:53:20 20.966681
Total 12:53:22 24.126419
Total 12:53:24 33.284142
Total 12:53:26 53.689072
Total 12:53:28 64.474731
Total 12:53:30 66.327744
Total 12:53:32 103.311127
Total 12:53:34 145.993301
Total 12:53:36 207.297104
Total 12:53:38 242.423416
Total 12:53:40 255.797409
Total 12:53:42 288.200989
Total 12:53:44 287.537476
Total 12:53:46 324.051331
Total 12:53:48 302.429474
Total 12:53:50 430.324249
Total 12:53:52 364.457092
Total 12:53:54 391.759796
Total 12:53:56 403.206177
Total 12:53:58 352.217102
Total 12:54:00 330.014648
Total 12:54:02 300.974426
Total 12:54:04 257.035095
Total 12:54:06 230.143158
Total 12:54:08 163.345825
Total 12:54:10 148.651703
Total 12:54:12 112.101051
Total 12:54:14 100.974503
Total 12:54:16 96.463753
Total 12:54:18 73.14373
Total 12:54:20 73.528458
Total 12:54:22 53.454475
Total 12:54:24 37.333458
Total 12:54:26 24.750874
Total 12:54:28 15.056776
Total 12:54:30 16.657179
Total 12:54:32 14.838757
Total 12:54:34 13.754359
Total 12:54:36 7.081205
Total 12:54:38 12.192406
Total 12:54:40 0.840962
Total 12:54:42 3.012251
Total 12:54:44 4.321704
Total 12:54:46 9.498796
Total 12:54:48 4.516409
Total 12:54:50 3.83215
Total 12:54:52 11.575397
Total 12:54:54 4.917879
Total 12:54:56 9.888124
Total 12:54:58 11.007062
Total 12:55:00 14.464097
Total 12:55:02 12.795611
Total 12:55:04 13.599387
Total 12:55:06 20.720095
Total 12:55:08 19.492392
Total 12:55:10 18.558352
Total 12:55:12 11.718567
Total 12:55:14 23.432198
Total 12:55:16 21.923861
Total 12:55:18 20.400656
Total 12:55:20 26.498747
Total 12:55:22 18.442099
Total 12:55:24 26.947952
Total 12:55:26 16.478058
Total 12:55:28 16.639954
Total 12:55:30 19.348715
Total 12:55:32 19.335272
Total 12:55:34 10.021286
Total 12:55:36 12.279848
Total 12:55:38 8.565062
Total 12:55:40 14.243241
Total 12:55:42 14.202891
Total 12:55:44 17.331226
Total 12:55:46 14.686127
Total 12:55:48 23.238104
Total 12:55:50 30.507109
Total 12:55:52 26.748085
Total 12:55:54 29.967381
Total 12:55:56 28.375763
Total 12:55:58 30.203705
Total 12:56:00 36.498737
Total 12:56:02 31.595551
Total 12:56:04 27.011471
Total 12:56:06 26.123163
Total 12:56:08 27.23695
Total 12:56:10 37.577587
Total 12:56:12 25.823359
Total 12:56:14 23.658533
Total 12:56:16 26.252916
Total 12:56:18 27.837557
Total 12:56:20 20.719954
Total 12:56:22 8.105184
Total 12:56:24 8.151461
Total 12:56:26 9.816329
Total 12:56:28 10.030688
Total 12:56:30 6.109646
Total 12:56:32 4.846561
Total 12:56:34 11.190043
Total 12:56:36 11.022861
Total 12:56:38 13.683021
Total 12:56:40 15.638354
Total 12:56:42 10.500395
Total 12:56:44 12.055799
Total 12:56:46 11.429564
